acel_x,acel_y,acel_z,gyro_x,gyro_y,gyro_z,solo,nivel,user_id
0.661635,-0.476904,-0.594859,-0.061888,0.140545,-0.002020,6.000000,4.000000,1.000000
0.659453,-0.449645,-0.579915,-0.075642,0.117037,0.061207,6.000000,4.000000,1.000000
0.694850,-0.513811,-0.527612,-0.257381,0.071232,-0.070735,6.000000,4.000000,1.000000
0.633026,-0.450610,-0.568827,-0.245775,0.094751,-0.075011,6.000000,4.000000,1.000000
0.634481,-0.481004,-0.562079,-0.117798,0.112771,-0.048744,6.000000,4.000000,1.000000
0.612661,-0.482211,-0.559909,-0.118429,0.111568,0.005616,6.000000,4.000000,1.000000
0.616540,-0.484623,-0.560874,-0.104093,0.127470,-0.003240,6.000000,4.000000,1.000000
0.633269,-0.570499,-0.582807,-0.112654,0.118929,-0.008738,6.000000,4.000000,1.000000
0.624783,-0.518877,-0.627880,-0.041803,0.095726,0.073728,6.000000,4.000000,1.000000
0.664302,-0.570740,-0.591002,0.001259,0.065197,0.006850,6.000000,4.000000,1.000000
0.616540,-0.583043,-0.613900,-0.041807,0.018471,-0.057598,6.000000,4.000000,1.000000
0.600296,-0.463636,-0.533878,-0.281880,-0.065216,-0.133961,6.000000,4.000000,1.000000
0.599569,-0.512605,-0.509534,-0.014321,-0.068881,-0.132128,6.000000,4.000000,1.000000
0.575567,-0.467737,-0.509293,-0.100457,-0.077745,-0.009660,6.000000,4.000000,1.000000
0.611206,-0.484623,-0.520622,0.251097,-0.035907,0.033104,6.000000,4.000000,1.000000
0.641512,-0.731156,-0.626192,0.162522,-0.136394,0.049597,6.000000,4.000000,1.000000
0.496287,-0.709928,-0.195233,-0.055862,0.080158,0.373966,6.000000,4.000000,1.000000
0.491438,-0.497167,-0.335753,-0.475221,0.885278,0.440551,6.000000,4.000000,1.000000
0.681031,-0.459777,-0.634869,-0.220491,1.394740,0.442078,6.000000,4.000000,1.000000
0.682970,-0.391027,-0.998340,-0.392754,1.200484,0.238660,6.000000,4.000000,1.000000
0.591811,-0.453022,-0.849385,-0.066858,0.373067,0.125955,6.000000,4.000000,1.000000
0.528532,-0.357497,-0.641859,0.270034,0.128110,0.018443,6.000000,4.000000,1.000000
0.536290,-0.532627,-0.656080,0.295385,0.120169,-0.070438,6.000000,4.000000,1.000000
0.556171,-0.298155,-0.607874,0.079139,0.098789,-0.001105,6.000000,4.000000,1.000000
0.587931,-0.477868,-0.760927,1.103254,0.197138,0.142448,6.000000,4.000000,1.000000
0.551564,-0.924378,-0.430959,1.020788,0.003799,0.265843,6.000000,4.000000,1.000000
0.298451,-0.757449,0.072622,-1.042715,0.651011,0.146725,6.000000,4.000000,1.000000
0.345970,-0.587144,-0.056642,-0.823720,2.269193,0.380075,6.000000,4.000000,1.000000
0.399793,-0.321795,-1.152358,-0.704296,3.256046,0.025162,6.000000,4.000000,1.000000
0.109586,-0.326379,-1.752037,0.288360,2.559049,0.281420,6.000000,4.000000,1.000000
0.202927,-0.390303,-1.165373,-0.285242,0.778377,0.134507,6.000000,4.000000,1.000000
0.162196,-0.465566,-0.864570,-0.694827,0.149185,0.121068,6.000000,4.000000,1.000000
0.224747,-0.257870,-0.736824,-0.671309,0.052058,0.001339,6.000000,4.000000,1.000000
0.185956,-0.369558,-0.888913,0.499720,0.187059,-0.205439,6.000000,4.000000,1.000000
-0.008886,-0.368352,-1.697082,0.229717,-0.515436,-0.379230,6.000000,4.000000,1.000000
0.092857,-0.392475,-1.699252,1.813996,-2.288778,-0.093346,6.000000,4.000000,1.000000
0.455313,-0.854905,-0.358892,1.165563,-3.550215,-0.430849,6.000000,4.000000,1.000000
0.301603,-0.691836,0.261730,-0.645042,-2.565805,-0.411912,6.000000,4.000000,1.000000
0.398581,-0.526596,-0.156669,-0.394893,-0.606760,-0.154432,6.000000,4.000000,1.000000
0.655574,-0.317936,-0.878308,-0.058306,0.181867,-0.227736,6.000000,4.000000,1.000000
0.694123,-0.455676,-1.201769,0.417253,-0.418309,-0.375565,6.000000,4.000000,1.000000
0.574839,-0.342300,-0.714168,0.299661,-1.324222,-0.353574,6.000000,4.000000,1.000000
0.279298,-0.577495,-0.063391,0.343338,-1.016956,-0.343189,6.000000,4.000000,1.000000
0.505015,-0.438549,-0.312373,0.185124,-0.140670,-0.088153,6.000000,4.000000,1.000000
0.643209,-0.271379,-0.788163,0.757199,0.047782,-0.000189,6.000000,4.000000,1.000000
0.088250,-1.720906,0.254907,0.959701,-0.023384,0.007753,6.000000,4.000000,1.000000
-0.425298,0.233324,1.274291,-2.862788,1.853194,-0.180699,6.000000,4.000000,1.000000
0.323665,-0.354120,-0.694403,0.826533,5.398350,0.760033,6.000000,4.000000,1.000000
0.032245,-0.221204,-3.078658,0.876929,5.298169,0.215752,6.000000,4.000000,1.000000
0.219898,-0.392475,-1.879300,0.622504,1.308302,0.692533,6.000000,4.000000,1.000000
0.158560,-0.582078,-0.964114,0.122510,-0.052706,0.289972,6.000000,4.000000,1.000000
0.198563,-0.650827,-0.823113,-0.905576,-0.187096,0.069450,6.000000,4.000000,1.000000
0.051156,-0.123990,-1.158383,-1.357616,-0.150444,-0.175507,6.000000,4.000000,1.000000
0.026669,-0.230612,-1.665749,0.486891,-0.723436,-0.406414,6.000000,4.000000,1.000000
-0.118975,-0.191533,-1.679487,1.125551,-2.409118,-0.302567,6.000000,4.000000,1.000000
0.286329,-0.530938,-0.422041,0.928547,-3.333663,-0.485216,6.000000,4.000000,1.000000
0.286814,-0.543000,0.185697,0.311573,-2.383157,-0.251560,6.000000,4.000000,1.000000
0.492408,-0.488241,-0.336476,-0.075715,-0.890507,-0.190168,6.000000,4.000000,1.000000
0.414583,-0.544688,-0.520381,0.595015,-0.216112,-0.029205,6.000000,4.000000,1.000000
0.420159,-0.537210,-0.443493,-0.291656,0.316257,-0.161152,6.000000,4.000000,1.000000
0.659695,-0.168858,-0.960017,-0.514317,0.768297,-0.254309,6.000000,4.000000,1.000000
