acel_x,acel_y,acel_z,gyro_x,gyro_y,gyro_z,solo,nivel,user_id
0.745279,-0.406466,-0.441082,-0.602871,0.051129,-0.010442,1.000000,5.000000,1.000000
0.748431,-0.468943,-0.463739,-0.444962,0.035246,-0.066947,1.000000,5.000000,1.000000
0.729520,-0.478592,-0.434816,-0.347529,0.019669,-0.007388,1.000000,5.000000,1.000000
0.714973,-0.484864,-0.435298,-0.378072,0.027305,0.019795,1.000000,5.000000,1.000000
0.714973,-0.522495,-0.426862,-0.241544,0.048380,0.024377,1.000000,5.000000,1.000000
0.700911,-0.533350,-0.399143,-0.416557,0.030665,-0.000058,1.000000,5.000000,1.000000
0.721034,-0.439031,-0.409508,-0.174349,0.082894,0.035983,1.000000,5.000000,1.000000
0.720792,-0.570740,-0.368774,-0.294384,0.073425,0.005440,1.000000,5.000000,1.000000
0.723701,-0.537451,-0.370220,-0.218331,0.096944,0.034456,1.000000,5.000000,1.000000
0.726368,-0.612473,-0.369979,-0.214055,0.102747,-0.023881,1.000000,5.000000,1.000000
0.714488,-0.579666,-0.339368,-0.217720,0.103663,0.026820,1.000000,5.000000,1.000000
0.702123,-0.577254,-0.356722,-0.128534,0.114353,0.021628,1.000000,5.000000,1.000000
0.725398,-0.633942,-0.331414,-0.083040,0.107653,-0.008607,1.000000,5.000000,1.000000
0.690728,-0.665783,-0.330932,-0.148415,0.013282,-0.027545,1.000000,5.000000,1.000000
0.687334,-0.632977,-0.347563,-0.065655,0.107357,-0.071530,1.000000,5.000000,1.000000
0.670121,-0.597275,-0.347081,-0.060776,0.103089,-0.071842,1.000000,5.000000,1.000000
0.681515,-0.600652,-0.351902,0.019857,0.104320,-0.040082,1.000000,5.000000,1.000000
0.691698,-0.597275,-0.351420,0.034825,0.085706,-0.021457,1.000000,5.000000,1.000000
0.708184,-0.632494,-0.324183,-0.038472,0.050290,-0.037038,1.000000,5.000000,1.000000
0.716670,-0.602582,-0.335512,-0.025653,0.042967,-0.013220,1.000000,5.000000,1.000000
0.709882,-0.631047,-0.324425,-0.068721,0.022205,-0.049263,1.000000,5.000000,1.000000
0.712791,-0.586903,-0.327317,-0.058960,0.028012,-0.023004,1.000000,5.000000,1.000000
0.702851,-0.597275,-0.328281,0.015557,0.030460,-0.031254,1.000000,5.000000,1.000000
