acel_x,acel_y,acel_z,gyro_x,gyro_y,gyro_z,solo,nivel,user_id0.554474,-0.577254,-0.527612,0.011012,-0.062707,0.018622,3.000000,5.000000,1.000000
0.568778,-0.605236,-0.534601,0.052861,0.027392,-0.000313,3.000000,5.000000,1.000000
0.620177,-0.599929,-0.530504,0.007663,0.039920,0.013127,3.000000,5.000000,1.000000
0.567323,-0.617780,-0.536771,-0.003943,0.040531,-0.013751,3.000000,5.000000,1.000000
0.560050,-0.586903,-0.537976,0.011935,0.046646,-0.028720,3.000000,5.000000,1.000000
0.573142,-0.593174,-0.529781,0.056838,0.051847,-0.020173,3.000000,5.000000,1.000000
0.567566,-0.622604,-0.516765,0.081284,0.047579,-0.024453,3.000000,5.000000,1.000000
0.569021,-0.598240,-0.518694,-0.003000,0.033842,-0.025372,3.000000,5.000000,1.000000
0.549867,-0.620433,-0.518935,0.052288,0.037513,-0.019574,3.000000,5.000000,1.000000
0.562959,-0.606201,-0.523996,0.087419,0.050653,0.000888,3.000000,5.000000,1.000000
0.550595,-0.601135,-0.516765,0.023597,0.056771,0.007913,3.000000,5.000000,1.000000
0.555201,-0.629600,-0.527371,0.107906,0.073579,0.010970,3.000000,5.000000,1.000000
0.545988,-0.595345,-0.504955,0.042861,0.067483,-0.000330,3.000000,5.000000,1.000000
0.553019,-0.611508,-0.531950,0.165957,0.092846,0.024410,3.000000,5.000000,1.000000
0.537745,-0.567363,-0.521345,0.046852,0.081248,-0.021097,3.000000,5.000000,1.000000
0.545503,-0.613920,-0.530504,0.176981,0.118519,-0.008268,3.000000,5.000000,1.000000
0.550352,-0.613196,-0.524237,0.020930,0.139310,-0.038510,3.000000,5.000000,1.000000
0.530472,-0.579907,-0.548581,0.235651,0.152150,-0.030572,3.000000,5.000000,1.000000
0.549867,-0.652275,-0.544002,-0.011139,0.149401,-0.035764,3.000000,5.000000,1.000000
0.543564,-0.566640,-0.500857,0.140660,0.147886,0.021348,3.000000,5.000000,1.000000
0.526835,-0.600894,-0.563766,0.097289,0.135974,-0.002781,3.000000,5.000000,1.000000
0.569748,-0.534315,-0.602089,0.171517,0.128350,0.013712,3.000000,5.000000,1.000000
0.496772,-0.548306,-0.603536,0.208489,0.114311,0.014630,3.000000,5.000000,1.000000
0.545018,-0.569776,-0.545930,0.409463,0.055973,0.014019,3.000000,5.000000,1.000000
0.442221,-0.681704,-0.613900,0.247890,0.058722,0.049144,3.000000,5.000000,1.000000
0.562232,-0.666266,-0.602812,-0.370611,-0.008473,0.028069,3.000000,5.000000,1.000000
0.345001,-0.455676,-0.942904,0.066463,-0.010000,-0.021717,3.000000,5.000000,1.000000
0.796920,-0.439996,-2.075015,-0.085643,-0.827643,-0.342726,3.000000,5.000000,1.000000
0.958146,-0.212761,-2.200109,2.983955,-3.363956,0.215910,3.000000,5.000000,1.000000
0.320514,-0.897843,0.592183,0.774761,-4.819342,-1.648451,3.000000,5.000000,1.000000
0.183047,-0.882404,1.194358,0.725281,-2.699640,-0.662514,3.000000,5.000000,1.000000
0.535078,-0.921242,0.052639,0.202991,-0.261371,-0.240712,3.000000,5.000000,1.000000
0.681515,-0.400435,-0.328763,0.233534,0.220296,0.014935,3.000000,5.000000,1.000000
0.604903,-0.800870,-0.197884,0.712758,0.137829,-0.095937,3.000000,5.000000,1.000000
0.603205,-0.885540,0.040210,-0.125655,0.455479,0.015546,3.000000,5.000000,1.000000
0.575082,-0.611990,0.131353,-0.030665,1.456993,0.178953,3.000000,5.000000,1.000000
0.968814,-0.689182,-0.864329,-0.417343,2.022959,0.109314,3.000000,5.000000,1.000000
0.714731,-0.399711,-1.018346,0.200548,0.808254,0.085796,3.000000,5.000000,1.000000
0.603448,-0.523943,-0.496519,0.237199,0.050170,-0.064783,3.000000,5.000000,1.000000
0.546231,-0.433483,-0.478924,0.436342,0.078270,-0.075473,3.000000,5.000000,1.000000
0.513985,-0.494272,-0.524478,0.575313,0.185782,-0.084330,3.000000,5.000000,1.000000
0.487316,-0.423351,-0.522550,0.534691,0.317729,-0.058369,3.000000,5.000000,1.000000
0.531684,-0.450369,-0.571720,0.701457,0.386146,-0.045540,3.000000,5.000000,1.000000
0.508409,-0.421904,-0.610525,0.820576,0.468002,-0.024466,3.000000,5.000000,1.000000
0.571203,-0.530214,-0.662588,0.789727,0.491520,-0.013165,3.000000,5.000000,1.000000
0.568778,-0.447233,-0.653428,0.742690,0.462504,0.075411,3.000000,5.000000,1.000000
0.620904,-0.524666,-0.700670,0.914954,0.408137,0.146577,3.000000,5.000000,1.000000
0.503803,-0.679292,-0.416738,0.403049,0.420965,0.312427,3.000000,5.000000,1.000000
0.324878,-0.460018,-0.086529,-0.367557,1.102385,0.250729,3.000000,5.000000,1.000000
0.538230,-0.315765,-0.849144,0.320888,2.164986,0.405889,3.000000,5.000000,1.000000
0.409006,-0.352431,-1.658036,0.082651,1.725773,0.235763,3.000000,5.000000,1.000000
0.376276,-0.223134,-1.127050,0.714591,0.329641,0.055252,3.000000,5.000000,1.000000
0.448525,-0.599688,-0.772738,0.985815,0.197389,-0.077000,3.000000,5.000000,1.000000
0.397126,-0.648898,-0.190895,-0.757289,0.625911,-0.026909,3.000000,5.000000,1.000000
0.242688,-0.232542,-0.440841,-0.202929,1.868105,0.291046,3.000000,5.000000,1.000000
0.033215,-0.202389,-1.624292,0.338909,2.550136,0.234847,3.000000,5.000000,1.000000
0.040973,-0.480522,-1.578978,0.190468,1.301222,0.274858,3.000000,5.000000,1.000000
0.202685,-0.451816,-1.056669,-0.506224,0.180895,0.249202,3.000000,5.000000,1.000000
0.125587,-0.288506,-1.128496,-0.386799,-0.029548,0.015852,3.000000,5.000000,1.000000
-0.079728,0.061427,-2.065374,0.776593,-0.612924,-0.284694,3.000000,5.000000,1.000000
0.247537,-0.492342,-1.708411,2.164785,-2.349614,-0.033629,3.000000,5.000000,1.000000
0.319786,-0.536245,0.026807,0.150457,-3.121442,-0.493915,3.000000,5.000000,1.000000
0.248507,-0.484864,0.021689,-0.543486,-1.587560,-0.083109,3.000000,5.000000,1.000000
0.394944,-0.344712,-0.648849,0.150151,-0.221665,-0.147249,3.000000,5.000000,1.000000
0.318331,-0.682669,-0.418185,-0.337014,0.092320,0.106260,3.000000,5.000000,1.000000
0.297239,-0.158244,0.037042,-1.262780,0.885528,0.120615,3.000000,5.000000,1.000000
