acel_x,acel_y,acel_z,gyro_x,gyro_y,gyro_z,solo,nivel,user_id
0.719579,-0.652999,0.002193,-0.029213,-0.029075,0.084945,2.000000,5.000000,5.000000
0.722246,-0.668437,0.082857,-0.052120,-0.047401,0.033022,2.000000,5.000000,5.000000
0.722489,-0.617780,0.070185,-0.090433,-0.047757,0.023269,2.000000,5.000000,5.000000
0.733641,-0.665301,0.079201,-0.017433,-0.021541,0.015725,2.000000,5.000000,5.000000
0.729762,-0.632977,0.074084,-0.026856,-0.077852,0.012057,2.000000,5.000000,5.000000
0.735338,-0.648415,0.095773,-0.069508,-0.011626,-0.018376,2.000000,5.000000,5.000000
0.806618,-0.654205,0.087000,0.016446,0.012353,-0.008147,2.000000,5.000000,5.000000
0.732429,-0.628393,0.083832,-0.044030,0.011437,-0.035942,2.000000,5.000000,5.000000
0.735096,-0.648898,0.091143,-0.017208,0.005616,-0.018912,2.000000,5.000000,5.000000
0.744794,-0.633700,0.083832,0.047324,0.032134,-0.024055,2.000000,5.000000,5.000000
0.711336,-0.678568,0.087243,0.038109,0.019461,-0.030528,2.000000,5.000000,5.000000
0.737763,-0.618503,0.071891,0.025627,0.055529,-0.017916,2.000000,5.000000,5.000000
0.701638,-0.664336,0.096504,0.020986,0.032247,-0.045310,2.000000,5.000000,5.000000
0.720792,-0.650104,0.061412,0.097864,0.089138,0.012439,2.000000,5.000000,5.000000
0.745036,-0.694972,0.098941,-0.002623,0.065620,-0.011080,2.000000,5.000000,5.000000
0.744309,-0.634424,0.075546,-0.022459,0.061325,-0.002943,2.000000,5.000000,5.000000
0.722974,-0.683393,0.006092,0.037628,0.052603,-0.104668,2.000000,5.000000,5.000000
0.749643,-0.611990,0.055807,-0.061332,0.068485,0.033082,2.000000,5.000000,5.000000
0.733156,-0.682187,0.067991,-0.001467,0.049854,0.075843,2.000000,5.000000,5.000000
0.739703,-0.647933,0.040210,0.053511,0.012591,0.060571,2.000000,5.000000,5.000000
0.735338,-0.615126,0.110638,-0.147771,-0.047364,0.028009,2.000000,5.000000,5.000000
