acel_x,acel_y,acel_z,gyro_x,gyro_y,gyro_z,solo,nivel,user_id
0.247780,-0.471114,-0.788404,0.018240,-0.007569,0.055061,5.000000,5.000000,4.000000
0.261357,-0.454228,-0.798046,-0.033381,0.004647,0.002226,5.000000,5.000000,4.000000
0.272024,-0.494513,-0.861918,0.083602,0.019615,0.013529,5.000000,5.000000,4.000000
0.288511,-0.477868,-0.744537,-0.017190,0.049242,0.012918,5.000000,5.000000,4.000000
0.292875,-0.484623,-0.803107,0.010603,0.039777,0.005589,5.000000,5.000000,4.000000
0.291905,-0.483417,-0.816846,0.049393,0.044060,0.015059,5.000000,5.000000,4.000000
0.293602,-0.485829,-0.795394,-0.028179,0.027879,0.004677,5.000000,5.000000,4.000000
0.294814,-0.477386,-0.804553,0.033820,0.048959,0.036137,5.000000,5.000000,4.000000
0.300875,-0.457847,-0.799733,-0.001304,0.043470,-0.006314,5.000000,5.000000,4.000000
0.285601,-0.494031,-0.803589,0.042686,0.033094,-0.006619,5.000000,5.000000,4.000000
0.288026,-0.460018,-0.800938,0.024057,0.041958,-0.017618,5.000000,5.000000,4.000000
0.295057,-0.500303,-0.804071,0.082099,0.038300,-0.020674,5.000000,5.000000,4.000000
0.303300,-0.486070,-0.798769,-0.025709,0.011734,-0.045419,5.000000,5.000000,4.000000
0.370942,-0.476421,-0.813471,0.082717,0.044112,-0.007553,5.000000,5.000000,4.000000
0.293360,-0.511158,-0.799974,-0.008302,0.007766,-0.048787,5.000000,5.000000,4.000000
0.319786,-0.474491,-0.823354,0.012768,0.099399,-0.024972,5.000000,5.000000,4.000000
0.301118,-0.499820,-0.741404,0.072333,-0.007799,-0.015202,5.000000,5.000000,4.000000
0.303300,-0.509952,-0.811543,-0.113981,-0.024293,-0.026503,5.000000,5.000000,4.000000
0.260872,-0.455193,-0.794189,0.022538,0.010830,0.027556,5.000000,5.000000,4.000000
0.283177,-0.513329,-0.776594,0.059802,-0.007800,0.001902,5.000000,5.000000,4.000000
0.237355,-0.453022,-0.781897,-0.048929,0.027631,-0.008482,5.000000,5.000000,4.000000
0.234688,-0.468219,-0.759240,0.072934,0.051151,-0.028336,5.000000,5.000000,4.000000
0.274691,-0.500303,-0.787440,-0.089861,0.074059,-0.067126,5.000000,5.000000,4.000000
0.221353,-0.406224,-0.772497,0.035664,0.119574,-0.046056,5.000000,5.000000,4.000000
0.256993,-0.483899,-0.835164,0.202128,0.148295,0.000365,5.000000,5.000000,4.000000
0.260629,-0.447956,-0.670783,0.090339,0.124166,-0.106536,5.000000,5.000000,4.000000
0.298936,-0.412496,-0.786958,0.269941,0.415865,-0.134034,5.000000,5.000000,4.000000
-0.026165,-0.584008,-0.987012,0.198165,0.431747,0.070301,5.000000,5.000000,4.000000
-0.181424,-0.397299,-1.715400,-0.489364,-1.017836,-0.126093,5.000000,5.000000,4.000000
0.296026,-0.729467,-1.397243,1.502057,-2.795759,0.369014,5.000000,5.000000,4.000000
1.044699,-0.648898,-0.465667,0.852707,-3.090197,-0.010639,5.000000,5.000000,4.000000
0.531441,-0.358944,0.515906,-0.512577,-2.077382,0.397724,5.000000,5.000000,4.000000
0.663332,-0.470390,-0.584494,0.002382,-0.098178,0.104814,5.000000,5.000000,4.000000
0.679818,-0.453022,-0.638244,0.003604,-0.028234,0.039146,5.000000,5.000000,4.000000
0.679576,-0.430106,-0.641618,-0.004948,-0.041373,0.009526,5.000000,5.000000,4.000000
0.655816,-0.451334,-0.632459,0.049118,-0.072534,0.054429,5.000000,5.000000,4.000000
0.671090,-0.415150,-0.656562,-0.110009,-0.127525,0.005874,5.000000,5.000000,4.000000
0.613388,-0.400194,-0.611248,0.037808,-0.141597,0.039168,5.000000,5.000000,4.000000
0.653634,-0.424075,-0.645475,0.035367,-0.098237,0.022678,5.000000,5.000000,4.000000
0.603448,-0.395610,-0.568586,-0.070004,-0.121459,-0.013056,5.000000,5.000000,4.000000
0.598357,-0.415150,-0.660900,0.024369,-0.031672,0.020235,5.000000,5.000000,4.000000
0.577506,-0.383549,-0.608597,0.036893,-0.023126,-0.033518,5.000000,5.000000,4.000000
0.606600,-0.413461,-0.613900,0.103182,0.033682,-0.043603,5.000000,5.000000,4.000000
0.609751,-0.381378,-0.594377,-0.004927,0.079504,-0.040862,5.000000,5.000000,4.000000
0.658726,-0.405018,-0.655357,0.190549,0.131128,-0.056748,5.000000,5.000000,4.000000
0.614600,-0.454952,-0.588351,0.063184,0.102723,-0.112947,5.000000,5.000000,4.000000
0.638602,-0.452299,-0.657285,0.054028,0.153444,-0.082118,5.000000,5.000000,4.000000
0.596174,-0.425522,-0.592448,0.007911,0.112526,-0.106559,5.000000,5.000000,4.000000
0.653634,-0.404536,-0.667649,0.118784,0.201111,-0.062891,5.000000,5.000000,4.000000
0.638118,-0.456158,-0.632941,0.153298,0.176371,0.011940,5.000000,5.000000,4.000000
0.663332,-0.491860,-0.583048,0.092822,0.179120,0.079135,5.000000,5.000000,4.000000
0.651210,-0.475697,-0.635110,-0.185723,0.117146,-0.062271,5.000000,5.000000,4.000000
0.629874,-0.412014,-0.693921,0.369248,0.096682,0.056848,5.000000,5.000000,4.000000
0.648058,-0.488965,-0.638003,-0.167092,0.068888,0.048601,5.000000,5.000000,4.000000
0.654846,-0.406707,-0.670783,0.013113,-0.060310,0.039438,5.000000,5.000000,4.000000
0.679333,-0.441443,-0.605705,0.071758,-0.062759,-0.054326,5.000000,5.000000,4.000000
0.671333,-0.444097,-0.609320,-0.089810,-0.052691,-0.075106,5.000000,5.000000,4.000000
0.683213,-0.441443,-0.685967,-0.017430,-0.023679,-0.011888,5.000000,5.000000,4.000000
0.639815,-0.447233,-0.605223,0.058316,-0.070412,0.060193,5.000000,5.000000,4.000000
0.647088,-0.413702,-0.643064,-0.144795,-0.097607,-0.045172,5.000000,5.000000,4.000000
0.583810,-0.406948,-0.617033,0.039075,-0.083862,-0.031122,5.000000,5.000000,4.000000
0.600781,-0.403812,-0.636557,0.030225,-0.056081,-0.044261,5.000000,5.000000,4.000000
0.581628,-0.400676,-0.582325,0.070545,-0.045701,-0.019830,5.000000,5.000000,4.000000
0.567566,-0.372453,-0.602330,0.080944,0.127176,-0.064427,5.000000,5.000000,4.000000
0.600539,-0.386926,-0.626915,-0.037557,0.133906,-0.189659,5.000000,5.000000,4.000000
0.630844,-0.453022,-0.603295,0.415400,0.194993,-0.072679,5.000000,5.000000,4.000000
0.560292,-0.582078,-0.586423,-0.311835,0.125965,-0.090394,5.000000,5.000000,4.000000
0.751097,-0.341817,-1.159106,-0.447447,-0.034082,0.053770,5.000000,5.000000,4.000000
0.836681,-0.367628,-1.119578,1.138054,-1.265891,0.063239,5.000000,5.000000,4.000000
