acel_x,acel_y,acel_z,gyro_x,gyro_y,gyro_z,solo,nivel,user_id
-0.291513,-0.493307,-0.749840,0.069245,-0.154579,0.127886,3.000000,4.000000,4.000000
-0.267323,-0.462912,-0.753214,0.122395,-0.110608,0.118122,3.000000,4.000000,4.000000
-0.295709,-0.477627,-0.766230,0.147464,-0.095659,0.121500,3.000000,4.000000,4.000000
-0.281886,-0.494996,-0.765266,0.167025,-0.095361,0.036294,3.000000,4.000000,4.000000
-0.263374,-0.516223,-0.743573,0.091915,-0.090490,-0.054416,3.000000,4.000000,4.000000
-0.286576,-0.502715,-0.745019,0.074823,-0.045301,-0.076416,3.000000,4.000000,4.000000
-0.252513,-0.513088,-0.758276,0.071470,0.035330,0.006655,3.000000,4.000000,4.000000
-0.253994,-0.521530,-0.773702,0.124018,0.057024,0.050946,3.000000,4.000000,4.000000
-0.248317,-0.495719,-0.805759,0.050734,-0.001917,0.039961,3.000000,4.000000,4.000000
-0.243380,-0.456641,-0.783584,0.151233,0.015186,0.032026,3.000000,4.000000,4.000000
-0.224127,-0.450128,-0.817328,0.295732,0.034434,0.007293,3.000000,4.000000,4.000000
-0.236222,-0.448198,-0.819015,0.410880,0.056730,0.044555,3.000000,4.000000,4.000000
-0.234494,-0.442650,-0.829861,0.241976,-0.009243,-0.049212,3.000000,4.000000,4.000000
-0.242393,-0.429623,-0.853482,0.416072,-0.051698,-0.084337,3.000000,4.000000,4.000000
-0.287564,-0.407913,-0.828415,0.545576,-0.180285,-0.021113,3.000000,4.000000,4.000000
-0.235481,-0.421904,-0.846974,0.515033,-0.183034,-0.073647,3.000000,4.000000,4.000000
-0.211291,-0.407672,-0.875898,0.337576,-0.182729,-0.106634,3.000000,4.000000,4.000000
-0.210304,-0.390786,-0.848662,0.025119,-0.272526,-0.314328,3.000000,4.000000,4.000000
-0.160690,-0.379207,-0.840949,-0.060097,-0.067275,-0.297529,3.000000,4.000000,4.000000
-0.167848,-0.493548,-0.890842,-0.439139,0.102851,-0.290504,3.000000,4.000000,4.000000
-0.351247,-0.155832,-0.901206,-0.432725,-0.050476,-0.533018,3.000000,4.000000,4.000000
-0.257696,-0.458088,-0.872523,0.624988,-0.348579,-0.494228,3.000000,4.000000,4.000000
-0.317924,-0.554820,-0.923622,-0.811156,-0.833300,-0.736741,3.000000,4.000000,4.000000
-0.363589,-0.288265,-1.032325,-1.137358,-1.365669,-0.860442,3.000000,4.000000,4.000000
-0.128601,-0.465566,-1.219364,0.083456,-1.716306,-0.722386,3.000000,4.000000,4.000000
-0.084418,-0.465807,-1.091618,-0.285812,-2.682084,-0.755067,3.000000,4.000000,4.000000
0.232021,-0.576289,-1.267328,-0.091862,-2.891916,-0.598380,3.000000,4.000000,4.000000
0.464041,-0.425040,-1.026782,0.272214,-3.434365,-0.191239,3.000000,4.000000,4.000000
0.439797,-0.455435,-0.809856,1.329621,-3.795080,0.029895,3.000000,4.000000,4.000000
0.136982,-0.602582,-0.260070,0.732195,-3.454829,-0.288366,3.000000,4.000000,4.000000
0.310816,-0.670849,-0.230664,-0.685318,-2.376957,-0.422757,3.000000,4.000000,4.000000
0.463314,-0.410566,-0.475549,-0.571391,-1.322603,0.112056,3.000000,4.000000,4.000000
0.560050,-0.359909,-0.531468,0.337882,-0.668367,0.337160,3.000000,4.000000,4.000000
0.533139,-0.625740,-0.054472,-0.163944,-0.361101,0.245225,3.000000,4.000000,4.000000
0.653877,-0.364010,-0.397697,-0.141037,0.480365,0.417183,3.000000,4.000000,4.000000
0.532896,-0.469908,-0.207767,0.100255,0.962338,0.576619,3.000000,4.000000,4.000000
0.546231,-0.489930,-0.300322,-0.635227,1.732945,0.298981,3.000000,4.000000,4.000000
0.642482,-0.349295,-0.558704,-0.838339,2.184680,-0.058070,3.000000,4.000000,4.000000
0.548898,-0.309975,-0.961945,-0.241219,2.180403,-0.222698,3.000000,4.000000,4.000000
0.466708,-0.530214,-1.202251,-0.164250,1.656892,-0.231556,3.000000,4.000000,4.000000
0.335545,-0.485588,-1.078121,-0.209454,0.725628,0.029589,3.000000,4.000000,4.000000
0.369003,-0.371488,-0.886985,0.188220,0.212501,0.166728,3.000000,4.000000,4.000000
0.362942,-0.476180,-0.815641,0.046804,-0.024820,0.057078,3.000000,4.000000,4.000000
0.382580,-0.450851,-0.778281,0.034591,0.020993,0.023180,3.000000,4.000000,4.000000
0.395914,-0.466772,-0.753937,0.035819,-0.030934,0.002108,3.000000,4.000000,4.000000
0.408279,-0.416115,-0.759963,-0.000829,-0.020860,-0.011637,3.000000,4.000000,4.000000
0.397126,-0.461948,-0.759481,0.193126,0.010292,0.006687,3.000000,4.000000,4.000000
0.415067,-0.472079,-0.779727,-0.041739,0.003268,-0.047986,3.000000,4.000000,4.000000
0.421129,-0.420698,-0.765025,0.036748,0.022510,-0.014398,3.000000,4.000000,4.000000
0.420886,-0.459053,-0.778763,0.149761,0.052750,0.008509,3.000000,4.000000,4.000000
0.412400,-0.475697,-0.776353,0.024859,0.101017,-0.047387,3.000000,4.000000,4.000000
0.431311,-0.445303,-0.771050,0.072815,0.019171,-0.014407,3.000000,4.000000,4.000000
0.435675,-0.449163,-0.786476,0.079547,0.038416,-0.011050,3.000000,4.000000,4.000000
0.443434,-0.435895,-0.804794,0.042603,0.017652,0.036598,3.000000,4.000000,4.000000
0.439070,-0.451575,-0.788646,0.105224,0.006964,0.020722,3.000000,4.000000,4.000000
0.443918,-0.446750,-0.768881,-0.001052,-0.040685,-0.066328,3.000000,4.000000,4.000000
0.372639,-0.463636,-0.786717,0.025520,-0.007396,0.009414,3.000000,4.000000,4.000000
0.362699,-0.453022,-0.781656,-0.015713,-0.028472,-0.076415,3.000000,4.000000,4.000000
0.375064,-0.432036,-0.745019,0.039571,0.030779,-0.035501,3.000000,4.000000,4.000000
0.392035,-0.436619,-0.768158,0.039273,0.076296,-0.059636,3.000000,4.000000,4.000000
