acel_x,acel_y,acel_z,gyro_x,gyro_y,gyro_z,solo,nivel,user_id
0.620662,-0.757208,-0.302250,0.054662,0.038397,-0.030934,6.000000,4.000000,2.000000
0.544534,-0.762998,-0.295019,0.023203,0.019766,-0.044374,6.000000,4.000000,2.000000
0.539200,-0.743699,-0.302250,0.055277,0.017631,-0.028192,6.000000,4.000000,2.000000
0.545746,-0.760103,-0.288511,0.062618,0.039931,-0.037360,6.000000,4.000000,2.000000
0.545988,-0.774094,-0.291163,0.051632,0.046658,-0.032480,6.000000,4.000000,2.000000
0.550110,-0.741046,-0.287547,0.028126,0.046971,-0.028514,6.000000,4.000000,2.000000
0.548898,-0.767581,-0.288511,0.084030,0.054004,-0.023937,6.000000,4.000000,2.000000
0.556898,-0.754072,-0.291886,0.062050,0.050348,-0.003171,6.000000,4.000000,2.000000
0.545988,-0.763239,-0.285378,0.075196,0.037527,-0.019054,6.000000,4.000000,2.000000
0.544534,-0.764204,-0.297429,0.098726,0.034785,-0.027915,6.000000,4.000000,2.000000
0.544291,-0.764686,-0.292850,0.066067,0.040899,-0.029447,6.000000,4.000000,2.000000
0.533381,-0.753348,-0.288752,0.055389,0.030827,-0.024259,6.000000,4.000000,2.000000
0.536775,-0.750936,-0.291645,0.077085,0.047631,-0.033426,6.000000,4.000000,2.000000
0.539442,-0.769511,-0.292368,0.119862,0.053138,-0.020908,6.000000,4.000000,2.000000
0.537988,-0.764686,-0.304660,0.088114,0.047954,-0.022134,6.000000,4.000000,2.000000
0.533623,-0.744423,-0.285860,0.112259,0.053154,-0.005644,6.000000,4.000000,2.000000
0.530957,-0.770476,-0.315024,0.141601,0.063243,-0.006256,6.000000,4.000000,2.000000
0.516410,-0.773370,-0.316953,0.104361,0.047370,0.008709,6.000000,4.000000,2.000000
0.521986,-0.744423,-0.321291,0.129729,0.063872,-0.008699,6.000000,4.000000,2.000000
0.519562,-0.771923,-0.315265,0.167627,0.067242,0.009319,6.000000,4.000000,2.000000
0.529502,-0.774576,-0.307552,0.137720,0.094132,-0.057270,6.000000,4.000000,2.000000
0.549625,-0.747559,-0.328763,0.117585,0.105756,-0.028262,6.000000,4.000000,2.000000
0.544049,-0.749006,-0.347322,0.188772,0.064233,-0.047205,6.000000,4.000000,2.000000
0.540654,-0.746594,-0.331896,0.149997,0.023311,-0.039268,6.000000,4.000000,2.000000
0.542109,-0.768546,-0.347804,0.188814,0.011707,-0.015754,6.000000,4.000000,2.000000
0.554959,-0.800870,-0.331414,0.095992,-0.002037,-0.001096,6.000000,4.000000,2.000000
0.548170,-0.785190,-0.327558,0.035223,-0.005702,0.027006,6.000000,4.000000,2.000000
0.549625,-0.725125,-0.334789,-0.049381,-0.037470,-0.031940,6.000000,4.000000,2.000000
0.566111,-0.754072,-0.337199,-0.011510,-0.039920,-0.076535,6.000000,4.000000,2.000000
0.552777,-0.694007,-0.304901,-0.001432,-0.021292,-0.027061,6.000000,4.000000,2.000000
0.561747,-0.712340,-0.353107,0.035223,0.010778,0.011727,6.000000,4.000000,2.000000
0.562959,-0.718853,-0.323942,0.055087,0.006503,0.009286,6.000000,4.000000,2.000000
0.560777,-0.767098,-0.252839,0.070066,0.046822,0.014480,6.000000,4.000000,2.000000
0.559808,-0.704138,-0.335753,0.005925,0.044379,0.001041,6.000000,4.000000,2.000000
0.538230,-0.755520,-0.322014,0.084123,0.030336,-0.057605,6.000000,4.000000,2.000000
0.540412,-0.717888,-0.340332,0.050834,0.062409,-0.025545,6.000000,4.000000,2.000000
0.514470,-0.721507,-0.354794,0.076802,0.090516,-0.005388,6.000000,4.000000,2.000000
0.536290,-0.738151,-0.382753,0.143399,0.111912,-0.066477,6.000000,4.000000,2.000000
0.517864,-0.716923,-0.333584,0.174271,0.043511,-0.062823,6.000000,4.000000,2.000000
0.544291,-0.762998,-0.288993,0.209716,0.108877,-0.078405,6.000000,4.000000,2.000000
0.663817,-0.689665,-0.443011,0.137329,0.154998,-0.000520,6.000000,4.000000,2.000000
