acel_x,acel_y,acel_z,gyro_x,gyro_y,gyro_z,solo,nivel,user_id
0.466951,-0.673020,-0.404205,0.008646,0.008281,0.067278,3.000000,2.000000,2.000000
0.434463,-0.848391,-0.494350,0.240470,-0.099536,0.032154,3.000000,2.000000,2.000000
0.416765,-0.842602,-0.496037,0.020558,-0.235454,-0.088492,3.000000,2.000000,2.000000
0.409249,-0.820409,-0.457231,0.045909,-0.317921,-0.042983,3.000000,2.000000,2.000000
0.442464,-0.651792,-0.497242,0.064846,-0.374120,0.009246,3.000000,2.000000,2.000000
0.370457,-0.801835,-0.394805,0.200153,-0.402526,-0.029544,3.000000,2.000000,2.000000
0.490226,-0.808348,-0.454098,0.095084,-0.225680,0.265810,3.000000,2.000000,2.000000
0.334333,-0.555543,-0.321291,0.068511,-0.138021,0.437768,3.000000,2.000000,2.000000
0.139164,-0.971175,0.210798,0.205039,0.330207,0.369351,3.000000,2.000000,2.000000
0.407794,-0.769511,0.322411,-0.953161,1.788953,-0.129726,3.000000,2.000000,2.000000
0.387186,-1.017491,-0.133771,-1.740261,2.744347,-0.197837,3.000000,2.000000,2.000000
0.064248,-0.549513,-0.760445,-0.913149,3.040311,-0.387511,3.000000,2.000000,2.000000
0.036609,-0.994092,-1.259856,0.137844,2.636529,-0.368574,3.000000,2.000000,2.000000
0.147407,-0.768063,-1.018587,-0.266854,1.171674,-0.269919,3.000000,2.000000,2.000000
0.136497,-0.802317,-0.597992,-0.079624,0.407787,-0.155993,3.000000,2.000000,2.000000
0.154680,-0.843808,-0.457231,-0.282126,0.207423,-0.066501,3.000000,2.000000,2.000000
0.159772,-0.650104,-0.629085,-0.087565,0.152751,0.055672,3.000000,2.000000,2.000000
0.040246,-1.053433,-1.394109,0.006203,-0.503624,0.047731,3.000000,2.000000,2.000000
-0.075038,-0.684840,-1.550055,0.829344,-2.287350,0.514737,3.000000,2.000000,2.000000
0.531441,-1.161020,-0.896867,2.558398,-3.898202,0.889503,3.000000,2.000000,2.000000
0.124617,-0.811001,0.317781,0.438695,-4.165761,0.546197,3.000000,2.000000,2.000000
0.137224,-0.743941,0.759359,-0.028006,-2.763214,0.273751,3.000000,2.000000,2.000000
0.462587,-0.640937,0.048983,-0.218290,-0.754995,-0.073526,3.000000,2.000000,2.000000
0.647331,-0.676156,-0.403723,0.041938,-0.078767,-0.028017,3.000000,2.000000,2.000000
0.276146,-0.706792,0.044840,0.143953,-0.089763,0.041928,3.000000,2.000000,2.000000
0.517622,-0.558438,0.154016,-0.206684,1.001854,-0.024046,3.000000,2.000000,2.000000
